id,genre,track_name,artist_name,valence,energy
6ZwGaYAMYIhsGcrcku2tNM,death-metal,Necronomicon,Hypocrisy,0.0394,0.955
6TdVNvmlJoWsEC4HTZMq6h,death-metal,Hopeless Insurrection,Dying Fetus,0.49,0.902
2ZK3pWvGZTlklRiDqNdnUf,death-metal,Fucked With A Knife,Cannibal Corpse,0.425,0.977
12qGKZwI1pkBYDpthPCmNY,death-metal,Vacant Planets,Death,0.606,0.868
1sEwePtgQ2gr2YWcOIej3A,death-metal,Plague Bearer,Bolt Thrower,0.0339,0.985
2ZeTxFXTQeqXAYTJBwuPdT,death-metal,Till Death Do Us Part,Deicide,0.036,0.978
6z2kUtd7DNAkpdY0EHHzfV,death-metal,Threatening Skies,Obituary,0.636,0.921
7J0UB6XoaehZBvEoD3vPrM,death-metal,Roswell 47,Hypocrisy,0.202,0.842
7uURchPesQ7LpHA4knDWB1,death-metal,Ancient Covenant,The Faceless,0.225,0.972
62hzJcOwMg68h6wBimZALA,death-metal,Lashed To the Slave Stick,Nile,0.206,0.903
0mUPCLUjXi0p69Ipepe98p,death-metal,Seeds of the Suffering,Suffocation,0.394,0.939
1soUWkbzhyu69sPLlcsZbL,death-metal,At What Expense?,Dying Fetus,0.373,0.86
5316Jxdg95Bt9VeGuioYuf,death-metal,Dead by Dawn,Deicide,0.0998,0.993
0v2MR7OpUjPTh7bCx8Xnyj,death-metal,Armageddon Bound,Bolt Thrower,0.087,0.927
1NjwWF5W9R3XxLWfGSSNlp,death-metal,Pull The Plug,Death,0.306,0.977
5DJkaOtzz49g1p2tepUsRX,death-metal,World Of Shit (The Promised Land),Morbid Angel,0.116,0.932
06QV4Q9fNwP8mBI1zILXsm,death-metal,Jesus Wept,Suffocation,0.273,0.945
5fiJa1QUks6xgjXjNngMd1,death-metal,Permitting The Noble Dead To Descend To The Underworld,Nile,0.145,0.948
2hUoaegabzmH0AVxrpMwVm,death-metal,Embalmed,Autopsy,0.165,0.895
4WZuTswubOiMnVt1rlG6sL,death-metal,Staring Through The Eyes Of The Dead,Cannibal Corpse,0.0732,0.977
3hYl8ttFuUAytT19b1lEZ1,death-metal,If You Want Peace... Prepare For War,Children Of Bodom,0.449,0.982
2gSUtqdBM4k39be9FzQjOH,death-metal,Combustion,Meshuggah,0.53,0.997
3niFdLGDctVmD9ZshmW2XB,death-metal,"To Ride, Shoot Straight And Speak The Truth",Entombed,0.0383,0.994
1hMwDL1nsMRkn1WucDim7p,death-metal,Conquered By Sodom,Deicide,0.175,0.957
1uOkapWUZPXQRRHTAAfu6E,death-metal,Omerta,Lamb of God,0.185,0.98
6poPx5d6cGpQRsgGFTZQ39,death-metal,Mutilate the Stillborn,Necrophagist,0.263,0.97
6wyyOKmQcJnKMRdSOcFYRb,death-metal,Memories Remain,Obituary,0.0385,0.986
10MUfGStjV2jyOZkNbRBHY,death-metal,Atrocious By Nature,Dying Fetus,0.315,0.893
6FYcbb0HMvxiFnbaTVEoAS,death-metal,Behind the Light Thou Shall Rise,Deicide,0.505,0.956
1prrrQSTr9OBRkjFVkC2CQ,death-metal,Yesterday Is Dead And Gone,Arch Enemy,0.176,0.982
7arVnCYlrxRrRCxmXUQCjg,death-metal,Dead God in Me,In Flames,0.316,0.972
0igEQL30BfyI4g1tmFHd1k,death-metal,Nothing Is Not,Morbid Angel,0.513,0.865
4kbVIn16FLj4PinDsUfwsM,death-metal,Deadnight Warrior,Children Of Bodom,0.223,0.967
1nS7bYv66OXdVnztWgC4B7,death-metal,Buried Dreams,Carcass,0.22,0.99
4RAtUaWDQdBhDOBMBzUQD5,death-metal,404,Decapitated,0.141,0.991
2XLyG9dyUJ5Nns4SmGpPOr,death-metal,Epidemic of Hate,Dying Fetus,0.369,0.942
5TiDg5EpGO1jWpvn6dRK40,death-metal,Runes To My Memory,Amon Amarth,0.0366,0.991
5hvMzZgguyZpHR09Vw2wwy,death-metal,Realm Of Chaos,Bolt Thrower,0.0379,0.991
02PZzvMoGa2Jh6zh2des0v,death-metal,Chapter For Transforming Into a Snake,Nile,0.107,0.882
4RCFj4xsTatd18VFKSAmvN,death-metal,The Fatalist,Dark Tranquillity,0.242,0.952
6jZQyjwjxG1neT2GapMsoz,death-metal,Pounded Into Dust,Cannibal Corpse,0.124,0.989
1pDaIv4kERYDqeCzYDpZ80,death-metal,Behold Judas,Hate Eternal,0.0392,0.962
0lcZMKgNq5vtjwF5tra817,death-metal,Gates to Hell,Obituary,0.0381,0.995
4MBavfATSy2HYk9jqa13HM,death-metal,Fear Is The Weakness,In Flames,0.385,0.953
087uLNOIm9IIiVmSrGGSAo,death-metal,Deathevocation - Bonus Track,Dismember,0.222,0.968
6MbS7gV2fnlC078FZMnQ76,death-metal,Lookin' Out My Back Door,Children Of Bodom,0.383,0.988
5nERUGtVswJAKRBXLWuZWO,death-metal,To Forgive is to Suffer,Death,0.107,0.993
26E1JSa1rmqadkaMgxeTDN,death-metal,What Can Be Safely Written,Nile,0.126,0.919
233N4WwgPBme5byY33723f,death-metal,Twisted Truth,Pestilence,0.204,0.976
6HIgaSYPSE3gRyl75ywKY9,death-metal,Back from the Dead,Obituary,0.51,0.639
2Y0Zb2iYC5mys5z44zjkNM,death-metal,Praise the Lord (Opium of the Masses),Dying Fetus,0.2,0.972
7qvTHdpc9qu4TMPur5vs9w,death-metal,Liege of Inveracity,Suffocation,0.405,0.931
0jIxfDexGIbBLwqkm8cCrS,death-metal,The Dying,At The Gates,0.156,0.988
2HLAW5nWSrq7amn9PwU5hk,death-metal,Ride For Vengeance,Amon Amarth,0.0395,0.994
7tQ7SVqavCC4YvCxqbuF7v,death-metal,The Lords Sedition,Deicide,0.0522,0.993
0dFuSxEhKe9NnOfpmV5cZM,death-metal,You're Better Off Dead,Children Of Bodom,0.585,0.96
5UloeZxhZ5lbvkRdtY2z7n,death-metal,Utterances Of The Crawling Dead,Nile,0.104,0.877
55z8YmB6aRSQuoC0e5iZ1c,death-metal,Babylon's Pride,Decapitated,0.117,0.981
223nZm4LXvGTRVjGz3MPQu,death-metal,Fearless,Hypocrisy,0.15,0.985
44BpmdcfqbgqnuaLhjJRbH,death-metal,Only Ash Remains,Necrophagist,0.0675,0.98
4MhwZD8QgkHlY9kagWJgV5,death-metal,Children Of Decadence,Children Of Bodom,0.323,0.988
1f84ENa4Lynhh3wie1i9ly,death-metal,Starchild,Wintersun,0.272,0.865
0iUjByyDac7nRb6SXttmE2,death-metal,For Us or Against Us,Dying Fetus,0.255,0.976
5gT22wURmXcioHWn7HIWhq,death-metal,Where The Last Wave Broke,Insomnium,0.131,0.98
4SXbZbMoKTaBAFcsbSkdc4,death-metal,Annihilation of the Wicked,Nile,0.0887,0.837
2uDAmtscYF9bNuVWSbETKX,death-metal,Helleluyah - God Is Dead,Vader,0.0712,0.971
0XIfj6uUo2kK96blF8DAxb,death-metal,Torn Apart - Bonus Track,Dismember,0.171,0.955
4bCd2UsMl1l6g7HpuA53NG,death-metal,Forever Hate You,Deicide,0.649,0.796
3C7kTuGQ6NrlCABkpjYZSO,death-metal,Evil Spells,Morbid Angel,0.214,0.957
6t91thNdGFuMdDCNTIj5MR,death-metal,Blood Soaked,Obituary,0.0655,0.962
4qXr6CECd04AwvBgzQkd1D,death-metal,Crawl,Entombed,0.0863,0.952
4TXAX1YUMArg2MyKDfYKPY,death-metal,Year Of The Cadaver Race,Bloodbath,0.277,0.965
2Bjorj9OTu1zrTZcXIJMFC,death-metal,Trigger,In Flames,0.278,0.966
6bN1iuIkiYb8DMlPlGZfzd,death-metal,Abeyance,Be'lakor,0.088,0.925
5FkbwSQfZtT6cbg0TubRy9,death-metal,Unholy Blasphemies,Morbid Angel,0.528,0.912
40nFIKiN1s35ZxMm52pYrg,death-metal,My Friend Of Misery,Various Artists,0.194,0.786
2DR9AzDhYeStkHupvU08FC,death-metal,Guardians Of Asgaard,Amon Amarth,0.279,0.953
4b2yPNcrxRN5VXhnHUO0Dx,death-metal,Corrosive,Obituary,0.147,0.981
39Ogs3dXKx9Va5m9VRFf5V,death-metal,The Leper Affinity,Opeth,0.0422,0.933
1Z2wUUBSxI3GZjmA4l1NsL,death-metal,Blowtorch Slaughter,Cannibal Corpse,0.17,0.993
7tvZiDC7DiOPfvBnQo2frT,death-metal,Individual Thought Patterns,Death,0.228,0.988
3y4rNRsujrYhAaVTyJ0DMd,death-metal,Never Say My Name,Vader,0.078,0.979
0q7E39Fez19KTOvu13tTzW,death-metal,Evilyn,Entombed,0.216,0.971
2J0zsqo04UTxDzI82zPfxW,death-metal,Outro,Bolt Thrower,0.302,0.296
7i6UQPAHgqgMGJJK7elUGS,death-metal,Are You Dead Yet,Children Of Bodom,0.312,0.967
1Ds58cpyJzL0YTKk02vh1C,death-metal,Evisceration Plague,Cannibal Corpse,0.257,0.98
6jCQ5sTAAHiuPt5GTvTbaI,death-metal,Libation Unto the Shades Who Lurk In the Shadows of the Temple of Anhur,Nile,0.0392,0.0915
41AzvLDjPhzJL2OTAwObWw,death-metal,The Jester Race,In Flames,0.643,0.981
0ir5UhRXQtlWL4xxLRJ4qa,death-metal,Euclidean Elements,Obscura,0.078,0.989
53venLGYUkmARbtp3fAydg,death-metal,In Human Form,Death,0.391,0.973
3AHm9YdMDhM9PKFqkHmb98,death-metal,Demigod,Behemoth,0.0715,0.984
78F3P5j6pBli8hbYBNTbxS,death-metal,Blaspherereion,Deicide,0.0372,0.997
6kSy68fioqnOPmtJoOcwET,death-metal,Service For A Vacant Coffin,Autopsy,0.206,0.841
0y0HtHL9ND473xMOsgacr6,death-metal,Homicidal Retribution,Dying Fetus,0.154,0.973
6S08HBELkZMCjJIWLYaguu,death-metal,Rejection Role,Soilwork,0.421,0.967
1jyeknQl9iy8sfUafUW5f3,death-metal,The Truth Beyond,Entombed,0.103,0.987
21WIpZXepY9HA7NDwYiNaM,death-metal,Clouds Over California,DevilDriver,0.376,0.966
4LuReMlu0mbeXQ6pC8IbTl,death-metal,Infecting the Crypts,Suffocation,0.658,0.934
0ppdt8zRZOHIKh4ZDB0Zp9,death-metal,Ghost of Perdition,Opeth,0.19,0.818
13ORo6nuNhNLniacmJVocI,death-metal,The Truth Above,Deicide,0.0792,0.968
3yWOXETeZp4XzgPBjzXSHH,deep-house,Deep N Raw,Rootstrax,0.277,0.479
6hH8CpyufV9n8ELJ6SIKhn,deep-house,Alone - David K & Lexer Remix,Sorcha Richardson,0.292,0.568
4IpMZlF9XM9EUXquY48P58,deep-house,What You Do - Original Mix,Finnebassen,0.471,0.411
2Y7cZpWeFn7IpRj0ZumXbJ,deep-house,Shamen - Original Mix,My Digital Enemy,0.71,0.73
0jDMEPMyIR45IltKlwyHcZ,deep-house,Music Rises Up (Claptone Remix) [feat. Stee Downes],Kyodai,0.786,0.65
7KkYFzk5I27BtRfH9GtohD,deep-house,Lavender,Om Unit,0.323,0.689
3lMNgJJTHEfEo6LXwjkiEB,deep-house,The Gettup,"Eats Everything, Justin Martin",0.573,0.617
2hXjRBkInMwEwBW7YUzP5x,deep-house,Maintain,Fabio Giannelli,0.548,0.663
55E7b4k2xEPnz9xkEAfEwR,deep-house,My Intention Is War - Fig ii,Various Artists,0.645,0.806
7f6jeeSgmiEWEnhBNdC5WH,deep-house,Allowance,Isolée,0.217,0.436
4a6prqOyhXeYQjaHI50iWt,deep-house,Night And Day - Dusky remix,Hot Chip,0.397,0.875
3Jsfr8rhZF37o56Hu4qXYB,deep-house,Vanishing Point - Original Mix,Dusky,0.806,0.806
5wUc1CgDct9aEnmSln6Z7W,deep-house,Finder,Various Artists,0.0802,0.729
73NS1zNoYCSFSM3JMji1uV,deep-house,Take Your Time,Joris Delacroix,0.233,0.703
37sZMArjMiqxZrX7hWKiho,deep-house,Close These Curtains - Stimming Remix,Yoko Duo,0.133,0.366
36zwzBjyHcN4iTfip5LzJe,deep-house,Mountain Top - Radio Edit,Kraak & Smaak,0.841,0.826
5pn8UtwJ4udgSPxOQmLjMI,deep-house,NE1BUTU,Scuba,0.107,0.976
00s03b1A0z8Lft0cpkot4c,deep-house,Tonite,Various Artists,0.228,0.624
6NwRJfCBxht02SYsGoevNt,deep-house,Careless,Dusky,0.68,0.895
5ojuU7DIZFpNF4PsivReVO,deep-house,So Far,Miguel Migs,0.653,0.664
4XcggrvWzPGxlcpSMWqGFW,deep-house,Night Air,Jamie Woon,0.502,0.522
0ax6bgwSxUFLz9d1lSrhCz,deep-house,It's Over - Talul Remix,Ridney,0.589,0.536
2z1oXXAJMbhNgoexZQIyZJ,deep-house,Good Night My Love - Joachim Pastor Remix,Worakls,0.732,0.549
1rxTQr1sF6ZmR2IU5Z5NCF,deep-house,Bongo Porn - Tale Of Us & Jay Haze Remix,Art Department,0.356,0.728
4tRRBhqUZSiiA27cgJUs5W,deep-house,B4 Wuz then,Felix Da Housecat,0.518,0.969
1G6b60BMnT19nY8skPT7s6,deep-house,Gold,Bondax,0.291,0.549
1kDqntrhTIOeFyuQAJfTs0,deep-house,Serenity,Popof,0.0611,0.874
1pV9nRH9Em33MLZVPNuBUw,deep-house,Let Me Down - Tube & Berger Remix,Daniel Steinberg,0.7,0.571
0t3WLhaGEcxanXfk1gal8D,deep-house,The Guitar Man - Original Mix,WEISS,0.494,0.594
0BmNEP4GXm3JC6tRLs79wr,deep-house,Ask Yourself,Julio Bashmore,0.484,0.708
5onaCHVmax3HpKt219dUiK,deep-house,Hot,Various Artists,0.878,0.981
6JJNdTBhlelOnRpBwGuakI,deep-house,For The Very First Time,HNNY,0.388,0.688
1vPHH2WTbyqbmfReuBtabn,deep-house,I Go Deep,Hector Romero & Satoshi Tomiie presents,0.241,0.584
7BglfN5b1n3ItWQ6SX1jlc,deep-house,Defeated No More,Disclosure,0.671,0.768
3GGVQHFhdmO40T1x9YDGDW,deep-house,Spread Love - Tom Novy Terrace Mix,Sebastian Goldberg,0.407,0.565
7Hc8tJ6SAh3KRSV7ElVDN3,deep-house,Odyssey,Gorgon City,0.262,0.834
1xP6CXd2hLIUs73i6sTiQz,deep-house,Speedboat,Swayzak,0.276,0.728
5y5Af0PDCsaHBJ0ASUzOTl,deep-house,Loreley - Original Mix,Various Artists,0.0312,0.467
4OZZERgEEP0GE09nednY7W,deep-house,Jack,Breach,0.66,0.642
39z5Rl6bTsuaDfqeNUMhR9,deep-house,Shining Star - Joe Goddard Remix Radio Edit,Nneka,0.606,0.69
0MLZgxAe28WhMLIepQ48f9,deep-house,Ringo - Original,Joris Voorn,0.73,0.755
1HaNr9O0hU8UghPrSFxu5l,deep-house,Out Of Reach - Alfred Taylor Remix,Jody Wisternoff,0.419,0.768
3m3WEYwyS5wCERvc2FWZtR,deep-house,Just Smile For Me,Bondax,0.281,0.674
5R0O1izXn9jy0PQn1Ki2Lt,deep-house,Colouration,Glenn Underground,0.618,0.664
25TTCd3DUGqAk4jjHbYVdh,deep-house,Mistakes I've Made,Eelke Kleijn,0.955,0.738
6MLWGCJ4OnfChlVwHAwtnx,deep-house,Sie ist Schön,Various Artists,0.178,0.5
70HAxYej74NlnTuOjD9KW3,deep-house,Got A Feeling - Bontan Remix,Josh Butler,0.279,0.495
19W5Y8z2cIbLS4KUsYj6I5,deep-house,Distrait - Original Mix,Steve Lawler,0.407,0.481
5zatfHwckpEsRr24Ie7aBA,deep-house,Going Deeper,Mike Mago,0.504,0.591
4YGz9fKCb02DbWYBXNVePe,deep-house,Redlight - Pretty Pink Remix,Krono,0.35,0.74
5oF8d3zrmfsplPWhsBvqJN,deep-house,Life And Death (feat. The/ Das),Tale Of Us,0.304,0.667
5embwg62CWtnOXOgEoPJbd,deep-house,Love's Got Me High - Jimpster Remix,Terrence Parker,0.497,0.713
4mjNNS1l2cHZ9vPN1nYsiP,deep-house,One More Day (Stay with Me),Example,0.613,0.886
76iuzqtiIyMY4cItm5Tb2G,deep-house,Tessio - Stimming Remix,Luomo,0.171,0.488
2W38VEG36PHSIQKpAoupar,deep-house,Everyone Needs A Theme Tune,Julio Bashmore,0.499,0.616
4DbasZyiXWv6NXTPB28qYq,deep-house,Tapes & Money,Totally Enormous Extinct Dinosaurs,0.696,0.852
649xyonl2zr3Gj862rwU4X,deep-house,Intentions - Club Mix,Gorgon City,0.139,0.707
5AMt4h2HDtboHgWFowCwxm,deep-house,Dream,Sebastian Wojkowski,0.178,0.722
5J7QOutXsb9kYoG7kzNuAP,deep-house,Id Like To (Original Mix),Various Artists,0.245,0.799
1GenbpddqLK7tyHmVYubjJ,deep-house,Amsterdam,Oliver Schories,0.198,0.488
7kbTgC6h96UOBLhVZng6gO,deep-house,Move Or Not - Original Mix,Purple Disco Machine,0.53,0.899
0oBQ4PyhE7mQYYA0WidwWt,deep-house,Rule the World - Original Mix,Rashid Ajami,0.605,0.475
0MsNZVVK4jHNZzEnbijWz7,deep-house,Do It Do It Do It,Sebastian Wojkowski,0.704,0.818
0lo9QOf7WuLOqHQAq4zf2F,deep-house,I'm in Love With You,Various Artists,0.362,0.258
149zx56uRggqDtJxDzO84m,deep-house,Oui Mais Non,Joris Delacroix,0.487,0.426
2j7m0EgVcQr5QoqlGFSlxJ,deep-house,Roco Coco,DAVID AUGUST,0.214,0.501
1YrDXC5z5rbJnbzCQOjOgQ,deep-house,I'll Take Care Of U,Gil Scott-Heron,0.557,0.462
2otXrscLVZ2yPLODlHhuBL,deep-house,Trace,Midland,0.59,0.484
1iPQPwaxBw6yl26bHtImpy,deep-house,Shiver - Original Mix,Mr. Belt & Wezol,0.692,0.906
1tDHZiAZAqVnAilKfCwF6B,deep-house,I Can't Go Under (feat. Malena Perez),Various Artists,0.655,0.743
4SLlchY2UcVoIJlgSMUdIs,deep-house,Brutal Hearts - Dr Dru Radio Version,Bedouin Soundclash,0.645,0.581
10SwtiP1VA5hLjfuRnzAeQ,deep-house,Shapes I See,Rodriguez Jr.,0.177,0.567
1FN02yWNd706aVGRETkpso,deep-house,Kackvogel - Original Mix,Solomun,0.365,0.745
3rPlPx628ylDxGTfo7V491,deep-house,Turning Point - Original Mix,Karmon,0.569,0.689
6W2yRiUkj95LmkJszIsmKr,deep-house,You & Me,Disclosure,0.692,0.883
1r7LzmVKUcyPHYevXCdKCx,deep-house,When It's Alright (feat. Sam Smith) - Radio Edit,Juun,0.358,0.932
0gQhsweQc7qhqJPVlKrc08,deep-house,Summertime Sadness - Asadinho Main Vocal Mix,Lana Del Rey,0.413,0.516
0CrgYTZ3PWJ3ZnaL0AuCea,deep-house,Night Station,Rick Wade,0.413,0.376
5cawZXIu5FOcF7iAar50MH,deep-house,Still - Billon Remix,Katy B,0.756,0.905
4Tu5xZvyqbNW6FDX58NkUy,deep-house,Regenerate - Popof Remix,Booka Shade,0.0609,0.745
2Z5E6zwhYhjnpEB1LnoNSj,deep-house,Subtil,Joris Delacroix,0.322,0.687
3OrJmCEjkX6DVYtCUaB9jB,deep-house,Every Little Piece - Hot Since 82 Remix,Thomas Schumacher,0.491,0.782
6EbSJq0RTcIgkffkm2D69j,deep-house,Falling - Duke Dumont Remix,HAIM,0.131,0.596
4kO7mrAPfqIrsKwUOK5BFx,deep-house,Midnight City,M83,0.272,0.729
0Dxi7iWtxgQPsz5JQoJjd8,deep-house,Garden,Totally Enormous Extinct Dinosaurs,0.659,0.56
5NdBNyH3tOoHi2rzb43eLP,deep-house,Don't Touch The Alarm,Various Artists,0.791,0.917
7KuEI94RiJIvjVrYnb87xP,deep-house,Don't,Bicep,0.179,0.6
18pm7deXmYGcuQbMqd39ew,deep-house,On The Road,Y.V.E. 48,0.279,0.485
7ybRqQNDDe5qZNs5sg2V2Z,deep-house,Stimulation,Disclosure,0.734,0.859
5gUMY8QFQVMPPiHtIPpKfJ,deep-house,Sonderling - Original Mix,Zonderling,0.495,0.573
4YuGhuEypxkqhd3QdewSuk,deep-house,Zunder,Marek Hemmann,0.309,0.577
6oDVmBRNYzuieJdr6xwVhn,deep-house,Spoons,Rudimental,0.706,0.583
0EoQOHYpuh0utkqMmDHyPj,deep-house,Everyday & Everynight - KANT Remix,Nolan,0.56,0.54
7pJnM2aIuZQk9HVNnRnL86,deep-house,The Sad Piano - Charles Webster Remix,Various Artists,0.407,0.735
3k9FFXVPn3ua8dlpkxlCvZ,deep-house,Prayer in C - Robin Schulz Remix,Lilly Wood and The Prick,0.878,0.622
7A4qpMYWmvELLJ76paFPDg,deep-house,Carny,Robbie Rivera,0.496,0.358
5daYzFYr63Mk4sz7c92PAK,deep-house,You - Steffi Remix,Bicep,0.48,0.817
4Yr5qe66FardIDoGVSy6dU,deep-house,Sinnerman - Felix Da Housecat's Heavenly House Mix,Various Artists,0.58,0.76
3RXpeuxTgxqMzqGXVLRiCy,deep-house,Forget - Original Mix,Patrick Topping,0.911,0.873
2gzcxW0t8jEpf3SIKu8gq8,detroit-techno,Just Want Another Chance - John Tejada Remix,Kevin Saunderson,0.655,0.614
1SGGd5ojdZoRa3Uj0Hs4BK,detroit-techno,Lasttrak,Plastikman,0.0548,0.76
4j2Q9Mx9SxfiTjXOWjzNDS,detroit-techno,No UFO's - D-Mix,Erol Alkan,0.847,0.847
16SSMmF8U03Q1VlI7Gwqsp,detroit-techno,Dreamland,Various Artists,0.173,0.486
0UFQSl7ImvwYaxBlv2oAyl,detroit-techno,Run,Robert Hood,0.0284,0.657
2x4TZZ35WPte3Wk9ZBBznF,detroit-techno,Formulaic Mode,Stacey Pullen,0.481,0.812
13Hmn0qk9K7ucfn8WO5RPe,detroit-techno,Spastik,Plastikman,0.0377,0.973
1HcAjMdY4yLNK8wOzCtQJy,detroit-techno,As Time Goes By (Sitting Under A Tree),Carl Craig,0.525,0.323
2flA6jNn4m4JzCUQSM588G,detroit-techno,Blackwater - Original Untold Mix,Various Artists,0.966,0.668
4zqWShR7Jo5OU5pya8uTau,detroit-techno,Blank - Deetron Paradise Dub,Joris Voorn,0.369,0.635
2i6Pou9EtqSvP3eh1JDMT1,detroit-techno,Mahogany Brown,Various Artists,0.867,0.934
0EHLRUTozjC42vUKFJIISN,detroit-techno,Learning,Robert Hood,0.0565,0.816
0kwewxWg1NztT2lPIUUi2f,detroit-techno,Float,The Detroit Escalator Co.,0.431,0.487
0p7XYbKYFzmvkHouQhkaPi,detroit-techno,The Melody,Carl Craig,0.745,0.486
6LLBDv01iPfd6HcvDA8SbX,detroit-techno,Cirque Du Soul,Kenny Larkin,0.676,0.561
6kqa34UdMHBvR2VOBLSxE0,detroit-techno,Unknown Journey IV,Drexciya,0.391,0.871
4NS4NriiHPTyGPxlGgoT8E,detroit-techno,Lifestyles Of The Casual,The Other People Place,0.209,0.506
3YUcwiBXz9oAyRgVR7FEdG,detroit-techno,Who's Afraid of Detroit?,Claude VonStroke,0.651,0.74
4MXkE9QJAI0OmUVUspF6Bq,detroit-techno,Future (feat. Inner City) - MK AW Deep Dub,Kevin Saunderson,0.144,0.48
4wW9Xv0YkWydYIDDMRuy6X,detroit-techno,Elements Of Tone - J's A Mix,Various Artists,0.876,0.726
5aCcZlUVkBrkQyMl2owvWb,detroit-techno,Q,Kenny Larkin,0.171,0.944
6tDVIteNhxHAkWNFDoNlHF,detroit-techno,I Need You So Much,Moodymann,0.265,0.299
6QVR8LKbX8otyYlLkqO9Mj,detroit-techno,Drp,Plastikman,0.291,0.163
1fNk4Ooj13JsTSRGiml7PK,detroit-techno,Whatcha Gonna Do With My Lovin',Inner City,0.801,0.855
3UMEJQTuNYYHQqct7FuoMA,detroit-techno,Speak & Spell,Dopplereffekt,0.479,0.846
3EafCqMEmxlmHTXsGarvkL,detroit-techno,Full Album DJ mix,Various Artists,0.291,0.765
0ZdytJh5FwjApeF2PrhTt3,detroit-techno,Energy Flash,Joey Beltram,0.344,0.828
2PAaGPerMwPpPd4DPII1tR,detroit-techno,Tuff,Aril Brikha,0.902,0.808
5ChAvEXoiWJISzcZndO8Uf,detroit-techno,Krakpot,Plastikman,0.151,0.737
7pfw9uG5mOMok06xNZ7CpA,detroit-techno,Let Yrself Be,JIMMY EDGAR,0.298,0.697
3w4ypllvcbZl4nSsakyjng,detroit-techno,Track Aa1,Richie Hawtin,0.347,0.953
71Etp8AsOr2hWJ3GCnRb50,detroit-techno,Best Day In Detroit,Various Artists,0.133,0.488
1I1KNeKXfXqWCwB4NUTNnE,detroit-techno,Mothership Pt. 1,Danny Tenaglia,0.745,0.975
0cQUDxaMmveZwZFbDsOgd1,detroit-techno,Rorschach's Game,Redshape,0.062,0.852
6F401NGxE9U55vjgkP6DKQ,detroit-techno,Glob - Claude VonStroke Remix,Claude VonStroke,0.184,0.299
6vLgzbO6n42sbT9Scsp6OL,detroit-techno,When Summer Doesn't Come,Various Artists,0.482,0.352
5P2IsQrW5r5qXHpIVGNtfP,detroit-techno,Circus Act - Nic Fanciulli Remix,Stacey Pullen,0.583,0.854
26xepP6nyTYrMle3G1B4Vu,detroit-techno,Push It - Detroit Mix Edit,Various Artists,0.681,0.994
5pG4I4SQfgGoZK9Clnz8v2,detroit-techno,On & On,Aril Brikha,0.373,0.841
68WSvTamid4MTmV7S2bSVQ,detroit-techno,Déjà Vu,Kenny Larkin,0.299,0.382
5qQ5GqomeoFjFLoM48qJek,detroit-techno,Freek,Various Artists,0.135,0.706
2IXj6NJKyLwfb5MQdXQInS,detroit-techno,The Art Of Stalking,Various Artists,0.324,0.762
0y0LNqWSA4Pv2KawzSi4MW,detroit-techno,The Man With The Red Face - Video Edit,Laurent Garnier,0.441,0.731
0LywQdEQMeTH5xHhe0iuHq,detroit-techno,Back At Bakers (on Livernois),Moodymann,0.813,0.555
0oeGJfFUVLLzmPQRpGONBl,detroit-techno,Do You Know Who You Are?,Virgo,0.535,0.481
1u32K3p3J3t31I2bWw4SZN,detroit-techno,Abzug - 2009 Remaster,Kraftwerk,0.594,0.626
1nUgMJunxIostjivEJOayy,detroit-techno,Dark Patterns,Theo Parrish,0.277,0.814
5K0I8AC2uKKGFqv1NLVa5j,detroit-techno,Entercourse Of The New Age,Glenn Underground,0.313,0.605
26X6cHqqfUz9i9YKkZO8Dq,detroit-techno,Roman Age,Jeff Mills,0.831,0.549
7aM0u6MPSaZPbWREuwdFs9,detroit-techno,Greed - Dave Clarke Mix,Laurent Garnier,0.413,0.662
4UrL3nGq4CThA3p46viMHV,detroit-techno,Ovokx,Plastikman,0.0182,0.979
0TmQCkZAMYNzvltUckZqTR,detroit-techno,Deliric,Jonas Kopp,0.577,0.72
1MDu5rTa7GnCtsvVNcQTVb,detroit-techno,The Wipe - Marco Carola Remix,Various Artists,0.391,0.558
5Tmrip3bk4YKubs5fSzHyx,detroit-techno,Blackwater (full Strings Vocal Mix),Octave One,0.483,0.884
0LKMUXqC74yxJW7mmlLMXf,detroit-techno,Warning,Model 500,0.117,0.463
3k11FnPeigDyS739vvZYsl,detroit-techno,Universe Dust - Original Mix,Doomwork,0.749,0.723
44vIsNglt0msyTa6MjFr7p,detroit-techno,Evolution,Various Artists,0.524,0.917
38s4gBfkkuTjEVvuidtlB4,detroit-techno,Neurotic Behavior,Psyche,0.289,0.711
1H8CWTMgTaxg56qBYWsGid,detroit-techno,Kriket,Plastikman,0.0365,0.559
09esAFSaT2xyUBHEJPfaPV,detroit-techno,Soft Summer,John Beltran,0.973,0.844
00uuHibezCZOnJjnHdQMCa,detroit-techno,Act 2,Carl Craig,0.062,0.962
6nKwbkJgi9urUmqyZZdaX7,detroit-techno,Coreshine Voodoo,Lone,0.579,0.909
264VPYtzBoQPVGFVZUrXX9,detroit-techno,Make Up Your Mind,Swayzak,0.46,0.645
7FLegodvCtrlH0KI037Jep,detroit-techno,Sharevari - Omar S Remix,The Dirtbombs,0.383,0.982
44c0pxxvftYDLRd2RnpZeZ,detroit-techno,Seduce Me,Redshape,0.0372,0.752
5vICmL499NhXFiKKvFRhkq,detroit-techno,Q1.1/I,Basic Channel,0.159,0.742
